id,item,canvas,canvasNum,tags,xywh,clippingURL,clippingImage
,heresies_16,https://iiif.archivelab.org/iiif/heresies_16$1/canvas,1,"","1235,134,1126,637","https://iiif.archivelab.org/iiif/heresies_16$1/1235,134,1126,637/full/0/default.jpg",clippings/heresies_16/1/1-photo-woman-with-film-camera-1235-134-1126-637.jpg
